"[Repository]","[Page]","[Object]","[Name]","[Type]","[Identifier Type]","[Identifier Value]","[Locators]","[Properties]"
,"ADDFees_Page","TextRate2_Click","TextRate2_Click","Text Box","Xpath Manual","/html/body/div[7]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div[1]/div/div[2]/div/div/div/div/div[1]/div/div/div[2]/div/div[2]/div/div[2]/div[1]/div/div/div/div/div/div/div/div/div/div/div[3]/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr[2]/td[2]","{""xpath manual"":""/html/body/div[7]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div[1]/div/div[2]/div/div/div/div/div[1]/div/div/div[2]/div/div[2]/div/div[2]/div[1]/div/div/div/div/div/div/div/div/div/div/div[3]/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr[2]/td[2]""}","{}"
,"ADDFees_Page","TextRate2_SetText","TextRate2_SetText","Text Box","Xpath By","/html/body/div[7]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div[1]/div/div[2]/div/div/div/div/div[1]/div/div/div[2]/div/div[2]/div/div[2]/div[1]/div/div/div/div/div/div/div/div/div/div/div[3]/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[2]/div[2]/div[2]/div/input","{""xpath by"":""/html/body/div[7]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div[1]/div/div[2]/div/div/div/div/div[1]/div/div/div[2]/div/div[2]/div/div[2]/div[1]/div/div/div/div/div/div/div/div/div/div/div[3]/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[2]/div[2]/div[2]/div/input""}","{}"
,"ADDFees_Page","TextRate3_Click","TextRate3_Click","Text Box","Xpath Manual","/html/body/div[7]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div[1]/div/div[2]/div/div/div/div/div[1]/div/div/div[2]/div/div[2]/div/div[2]/div[1]/div/div/div/div/div/div/div/div/div/div/div[3]/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr[3]/td[2]","{""xpath manual"":""/html/body/div[7]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div[1]/div/div[2]/div/div/div/div/div[1]/div/div/div[2]/div/div[2]/div/div[2]/div[1]/div/div/div/div/div/div/div/div/div/div/div[3]/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[2]/div[2]/div[1]/table/tbody[2]/tr[3]/td[2]""}","{}"
,"ADDFees_Page","TextRate3_SetText","TextRate3_SetText","Text Box","Xpath Manual","/html/body/div[7]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div[1]/div/div[2]/div/div/div/div/div[1]/div/div/div[2]/div/div[2]/div/div[2]/div[1]/div/div/div/div/div/div/div/div/div/div/div[3]/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[2]/div[2]/div[2]/div/input","{""xpath manual"":""/html/body/div[7]/div[2]/div[1]/div/div/div[1]/div/div/div[1]/div[3]/div/div/div/div[2]/div[1]/div/div[2]/div/div/div/div/div[1]/div/div/div[2]/div/div[2]/div/div[2]/div[1]/div/div/div/div/div/div/div/div/div/div/div[3]/div/div[2]/div[1]/div/div/div[2]/div/div/div/div/div[2]/div[2]/div[2]/div[2]/div/input""}","{}"
,"ADDFees_Page","Volume_Statements","Volume_Statements","Text Box","Xpath Manual","(//label[text()=""Volume:""]//following::input[1])[last()]","{""xpath manual"":""(//label[text()=\""Volume:\""]//following::input[1])[last()]""}","{}"
,"AddPrd_Negative","ProducerId_neg","ProducerId_neg","Web Element","Xpath","//div[text()=""Invalid Producer ID""]","{""xpath"":""//div[text()=\""Invalid Producer ID\""]""}","{}"
,"AddressPage","Address1","Address1","Browser","Xpath","//label[text()=""Address 1:""]//following::input[1]","{""xpath"":""//label[text()=\""Address 1:\""]//following::input[1]""}","{}"
,"AddressPage","Address2","Address2","Text Box","Xpath","//label[text()=""Address 2:""]//following::input[1]","{""xpath"":""//label[text()=\""Address 2:\""]//following::input[1]""}","{}"
,"AddressPage","Address3","Address3","Text Box","Xpath","//label[text()=""Address 3:""]//following::input[1]","{""xpath"":""//label[text()=\""Address 3:\""]//following::input[1]""}","{}"
,"AddressPage","Correspondence","Correspondence","Web Element","Xpath","//label[text()=""Correspondence:""]//following::textarea[1]","{""xpath"":""//label[text()=\""Correspondence:\""]//following::textarea[1]""}","{}"
,"AddressPage","Correspondence_Gridbutton","Correspondence_Gridbutton","Web Element","Xpath","(//div[@id=""v3-widget-UNKNOWN_ACTION-v3iconbutton""])[5]","{""xpath"":""(//div[@id=\""v3-widget-UNKNOWN_ACTION-v3iconbutton\""])[5]""}","{}"
,"AddressPage","EditAddress","EditAddress","Web Element","Xpath","//span[text()=""Edit Address""]","{""xpath"":""//span[text()=\""Edit Address\""]""}","{}"
,"AddressPage","ErisaPlanAdmin","ErisaPlanAdmin","Web Element","Xpath","//label[text()=""Erisa Plan Admin:""]//following::textarea[1]","{""xpath"":""//label[text()=\""Erisa Plan Admin:\""]//following::textarea[1]""}","{}"
,"AddressPage","ErisaPlanAdmin_Gridbutton","ErisaPlanAdmin_Gridbutton","Web Element","Xpath","(//div[@id=""v3-widget-UNKNOWN_ACTION-v3iconbutton""])[7]","{""xpath"":""(//div[@id=\""v3-widget-UNKNOWN_ACTION-v3iconbutton\""])[7]""}","{}"
,"AddressPage","ErisaPlanSponser","ErisaPlanSponser","Web Element","Xpath","//label[text()=""Erisa Plan Sponsor:""]//following::textarea[1]","{""xpath"":""//label[text()=\""Erisa Plan Sponsor:\""]//following::textarea[1]""}","{}"
,"AddressPage","ErisaPlanSponser_Gridbutton","ErisaPlanSponser_Gridbutton","Web Element","Xpath","(//div[@id=""v3-widget-UNKNOWN_ACTION-v3iconbutton""])[6]","{""xpath"":""(//div[@id=\""v3-widget-UNKNOWN_ACTION-v3iconbutton\""])[6]""}","{}"
,"AddressPage","ErisaRegisterAgent","ErisaRegisterAgent","Web Element","Xpath","//label[text()=""Erisa Registered Agent:""]//following::textarea[1]","{""xpath"":""//label[text()=\""Erisa Registered Agent:\""]//following::textarea[1]""}","{}"
,"AddressPage","ErisaRegisterAgent_Gridbutton","ErisaRegisterAgent_Gridbutton","Web Element","Xpath","(//div[@id=""v3-widget-UNKNOWN_ACTION-v3iconbutton""])[8]","{""xpath"":""(//div[@id=\""v3-widget-UNKNOWN_ACTION-v3iconbutton\""])[8]""}","{}"
,"AddressPage","Executive","Executive","Web Element","Xpath","//label[text()=""Executive:""]//following::input[1]","{""xpath"":""//label[text()=\""Executive:\""]//following::input[1]""}","{}"
,"AddressPage","Executive_GridButton","Executive_GridButton","Web Element","Xpath","(//div[@id=""v3-widget-UNKNOWN_ACTION-v3iconbutton""])[2]","{""xpath"":""(//div[@id=\""v3-widget-UNKNOWN_ACTION-v3iconbutton\""])[2]""}","{}"
,"AddressPage","Payment","Payment","Web Element","Xpath","//label[text()=""Payment:""]//following::textarea[1]","{""xpath"":""//label[text()=\""Payment:\""]//following::textarea[1]""}","{}"
,"AddressPage","Payment_Gridbutton","Payment_Gridbutton","Web Element","Xpath","(//div[@id=""v3-widget-UNKNOWN_ACTION-v3iconbutton""])[4]","{""xpath"":""(//div[@id=\""v3-widget-UNKNOWN_ACTION-v3iconbutton\""])[4]""}","{}"
,"AddressPage","Physical","Physical","Web Element","Xpath","//label[text()=""Physical:""]//following::textarea[1]","{""xpath"":""//label[text()=\""Physical:\""]//following::textarea[1]""}","{}"
,"AddressPage","Physical_GridButton","Physical_GridButton","Web Element","Xpath","(//div[@id=""v3-widget-UNKNOWN_ACTION-v3iconbutton""])[3]","{""xpath"":""(//div[@id=\""v3-widget-UNKNOWN_ACTION-v3iconbutton\""])[3]""}","{}"
,"AddressPage","Residence","Residence","Web Element","Xpath","((//label[text()=""Residence:""])//following::textarea[1])[last()]","{""xpath"":""((//label[text()=\""Residence:\""])//following::textarea[1])[last()]""}","{}"
,"AddressPage","Residence_gridbutton","Reference_gridbutton","Web Element","Xpath","(//div[@id=""v3-widget-UNKNOWN_ACTION-v3iconbutton""])[1]","{""xpath"":""(//div[@id=\""v3-widget-UNKNOWN_ACTION-v3iconbutton\""])[1]""}","{}"
,"AddressPage","ZipCode","ZipCode","Text Box","Xpath","//label[text()=""Zip Code:""]//following::input[1]","{""xpath"":""//label[text()=\""Zip Code:\""]//following::input[1]""}","{}"
,"AncillaryProductsSetup","AbsenceManagementAttribute","AbsenceManagementAttribute","Web Element","Xpath","//div[text()=""Absence Management""]//following::td[7]","{""xpath"":""//div[text()=\""Absence Management\""]//following::td[7]""}","{}"
,"AncillaryProductsSetup","AbsenceManagementEventClassAttr","AbsenceManagementEventClassAttr","Web Element","Xpath","//div[text()=""Absence Management""]//following::a[2]","{""xpath"":""//div[text()=\""Absence Management\""]//following::a[2]""}","{}"
,"AncillaryProductsSetup","ClickOnCoverageGroupsOfEAP","ClickOnCoverageGroupsOfEAP","Web Element","Xpath","//div[text()=""Employee Assistance Program""]//following::td[3]","{""xpath"":""//div[text()=\""Employee Assistance Program\""]//following::td[3]""}","{}"
,"AncillaryProductsSetup","ComPsychAttribute","ComPsychAttribute","Web Element","Xpath","//div[text()=""ComPsych""]//following::td[7]","{""xpath"":""//div[text()=\""ComPsych\""]//following::td[7]""}","{}"
,"AncillaryProductsSetup","CoverageGroupsDropdownOfEAP","CoverageGroupsDropdownOfEAP","Web Element","Xpath","//div[text()=""Employee Assistance Program""]//following::td[3]","{""xpath"":""//div[text()=\""Employee Assistance Program\""]//following::td[3]""}","{}"
,"AncillaryProductsSetup","EmployeeAssistanceProgramAttribute","EmployeeAssistanceProgramAttribute","Web Element","Xpath","//div[text()=""Employee Assistance Program""]//following::a[1]","{""xpath"":""//div[text()=\""Employee Assistance Program\""]//following::a[1]""}","{}"
,"AncillaryProductsSetup","EmployeeAssistanceProgramCheckbox","EmployeeAssistanceProgramCheckbox","Check Box","Xpath","//div[text()=""Employee Assistance Program""]//following::input[1]","{""xpath"":""//div[text()=\""Employee Assistance Program\""]//following::input[1]""}","{}"
,"AncillaryProductsSetup","ProductOption_ComPsych","ProductOption_ComPsych","Web Element","Xpath","//div[text()=""ComPsych""]","{""xpath"":""//div[text()=\""ComPsych\""]""}","{}"
,"AncillaryProductsSetup","RatedComponentFlag","RatedComponentFlag","Check Box","Xpath","//label[text()=""Rated Component Flag:""]//following::input[1]","{""xpath"":""//label[text()=\""Rated Component Flag:\""]//following::input[1]""}","{}"
,"AncillaryProductsSetup","SelectCoverageGroupAsEmployee","SelectCoverageGroupAsNA","Check Box","Xpath","//div[2]/div[1]/div[2]/div/table/tbody[2]/tr[1]/td[2]/div/div/input","{""xpath"":""//div[2]/div[1]/div[2]/div/table/tbody[2]/tr[1]/td[2]/div/div/input""}","{}"
,"AncillaryProductsSetup","WillPrepAttributes","WillPrepAttribute","Web Element","Xpath","//div[text()=""Will Prep""]//following::a[1]","{""xpath"":""//div[text()=\""Will Prep\""]//following::a[1]""}","{}"
,"AncillaryProductsSetup","WillPrepCheckbox","WillPrepCheckbox","Check Box","Xpath","//div[text()=""Will Prep""]//following::input[1]","{""xpath"":""//div[text()=\""Will Prep\""]//following::input[1]""}","{}"
,"BatchPage","GroupText","GroupText","Web Element","Xpath by","//div[text()=""Group""]","{""xpath by"":""//div[text()=\""Group\""]""}","{}"
,"BatchPage","MemberSearcharrowbutton","MemberSearcharrowbutton","Web Element","Xpath by","//i[text()=""arrow_drop_down""]","{""xpath by"":""//i[text()=\""arrow_drop_down\""]""}","{}"
,"BatchPage","MemberText","MemberText","Browser","Xpath by","//div[text()=""Member""]","{""xpath by"":""//div[text()=\""Member\""]""}","{}"
,"BenefitParameters","ADL Extension Type","ADL Extension Type","Text Box","Xpath by","//label[text()=""ADL Extension Type:""]//following::input[1]","{""xpath by"":""//label[text()=\""ADL Extension Type:\""]//following::input[1]""}","{}"
,"BenefitParameters","Advanced_Alzheimer_Disease","Advanced_Alzheimer_Disease","Text Box","Xpath","//div[text()=""Advanced Alzheimer's Disease""]//following::input[1]","{""xpath"":""//div[text()=\""Advanced Alzheimer's Disease\""]//following::input[1]""}","{}"
,"BenefitParameters","Advanced_Multiple_Sclerosis","Advanced_Multiple_Sclerosis","Text Box","Xpath","//div[text()=""Advanced Multiple Sclerosis""]//following::input[1]","{""xpath"":""//div[text()=\""Advanced Multiple Sclerosis\""]//following::input[1]""}","{}"
,"BenefitParameters","Advanced_Parkinson's_Disease","Advanced_Parkinson's_Disease","Text Box","Xpath","//div[text()=""Advanced Parkinson's Disease""]//following::input[1]","{""xpath"":""//div[text()=\""Advanced Parkinson's Disease\""]//following::input[1]""}","{}"
,"BenefitParameters","Amyotrophic_Lateral_Sclerosis_(ALS)","//div[text()=""Amyotrophic Lateral_Sclerosis_(ALS)","Text Box","Xpath","//div[text()=""Amyotrophic Lateral Sclerosis (ALS)""]//following::input[1]","{""xpath"":""//div[text()=\""Amyotrophic Lateral Sclerosis (ALS)\""]//following::input[1]""}","{}"
,"BenefitParameters","autosuggestion","autosuggestion","Web Element","Xpath by","/html/body/div[12]/div/div/div[1]","{""xpath by"":""/html/body/div[12]/div/div/div[1]""}","{}"
,"BenefitParameters","BenefitLinks","BenefitLinks","Web Element","Xpath by","//a[text()=""Benefits""]","{""xpath by"":""//a[text()=\""Benefits\""]""}","{}"
